Data:float
"-1.1370154E7"
"2.136113491E9"
"-1.1402927E7"
"-1.1206316E7"
"2.136310102E9"
"2.13614626E9"
"2.136375636E9"
"-1.0682028E7"
"-1.0485417E7"
"-1.0550951E7"
"2.136932695E9"
"-1.094417E7"
"-1.0714794E7"
"-1.0190507E7"
"-1.0518189E7"
"-1.0583722E7"
"2.136670547E9"
"-1.0976938E7"
"-1.0976938E7"
"-1.1108014E7"
"-1.1271851E7"
"-1.1271855E7"
"-1.1501229E7"
"2.135916884E9"
"2.135523666E9"
"2.135294293E9"
"-1.2156589E7"
"-1.2451497E7"
"-1.2189349E7"
"-1.2091046E7"
"-1.1697831E7"
"-1.1959978E7"
"2.135195987E9"
"-1.2025517E7"
"-1.2451499E7"
"-1.3172392E7"
"2.133983576E9"
"-1.2844713E7"
"2.13535983E9"
"2.135458134E9"
"2.135753046E9"
"2.136310104E9"
"2.136473944E9"
"2.136670556E9"
"2.136473949E9"
"2.136539482E9"
"-1.0682022E7"
"2.136506711E9"
"2.136703319E9"
"2.136506715E9"
"2.136637792E9"
"2.137162079E9"
"2.137227611E9"
"2.137719129E9"
"2.137882966E9"
"-9797287.0"
"2.137620828E9"
"2.137489753E9"
"2.137456989E9"
"-1.0485413E7"
"-1.0518182E7"
"2.136998236E9"
"-1.0321577E7"
"-9830055.0"
"-9764521.0"
"-9600682.0"
"2.137850202E9"
"-1.0124967E7"
"2.137162073E9"
"2.137031001E9"
"2.137325915E9"
"-9535138.0"
"-9502370.0"
"2.137981278E9"
"-9305761.0"
"2.138374495E9"
"-8945309.0"
"-8912543.0"
"-8879777.0"
"2.138702172E9"
"2.138669402E9"
"2.138833243E9"
"-8847016.0"
"2.138374491E9"
"2.138046812E9"
"2.137555289E9"
"2.137489753E9"
"2.137686362E9"
"2.13794851E9"
"2.138243424E9"
"2.138046812E9"
"2.137817436E9"
"-9535139.0"
"2.13837449E9"
"-9273001.0"
"-1.0190506E7"
"2.13722761E9"
"-1.0124964E7"
"2.137325912E9"
"-1.0026667E7"
"2.137162068E9"
"-1.0616492E7"
"-1.0616489E7"
"2.136899928E9"
"2.136932696E9"
"2.136867155E9"
"2.137227603E9"
"2.137784661E9"
"2.138046806E9"
"2.138177881E9"
"2.137751893E9"
"2.137588054E9"
"2.137620822E9"
"-1.0092205E7"
"2.137817429E9"
"-9731753.0"
"-1.00922E7"
"-1.0419879E7"
"2.136899928E9"
"-1.0452648E7"
"-1.0747561E7"
"-1.1140779E7"
"-1.0780332E7"
"2.136637781E9"
"2.136965462E9"
"-1.0583722E7"
"2.136342869E9"
"-1.1140774E7"
"-1.0780329E7"
"2.136768852E9"
"-1.127185E7"
"2.136441174E9"
"-1.0616489E7"
"-1.074756E7"
"2.137031001E9"
"-1.0780327E7"
"-1.104247E7"
"2.136834396E9"
"2.137063771E9"
"2.137293143E9"
"2.13752252E9"
"2.137194839E9"
"2.137162071E9"
"2.136932692E9"
"2.136768849E9"
"-1.0452649E7"
"2.136768851E9"
"2.137063765E9"
"2.136834396E9"
"-1.0845861E7"
"2.136375641E9"
"2.135884121E9"
"2.135982423E9"
"-1.1402925E7"
"-1.1271857E7"
"2.136801614E9"
"2.136605005E9"
"-1.0845871E7"
"2.136637776E9"
"2.136080714E9"
"-1.1206325E7"
"2.136179016E9"
"-1.1730616E7"
"-1.176338E7"
"2.135654728E9"
"-1.1566774E7"
"-1.1206326E7"
"2.136572227E9"
"-1.0714813E7"
"2.136310082E9"
"-1.1304637E7"
"-1.140294E7"
"-1.1534013E7"
"2.135687492E9"
"2.135949638E9"
"2.136670538E9"
"-1.0682038E7"
"2.136473929E9"
"2.13604795E9"
"-1.1796144E7"
"2.135556435E9"
"-1.1697834E7"
"2.135982424E9"
"2.136146264E9"
"-1.1468459E7"
"-1.1304619E7"
"-1.0911403E7"
"2.136473939E9"
"-1.0518187E7"
"2.136965459E9"
"2.137194837E9"
"2.137653588E9"
"2.137882964E9"
"2.138603866E9"
"2.138472794E9"
"-9076388.0"
"-9305766.0"
"-9043623.0"
"2.138964319E9"
"2.139128157E9"
"-8257185.0"
"2.139259233E9"
"-7798431.0"
"2.140045668E9"
"2.139914593E9"
"-7569053.0"
"2.13968522E9"
"-7929501.0"
"2.140012902E9"
"2.140340583E9"
"-7437973.0"
"-7962260.0"
"-8224405.0"
"-8093329.0"
"2.139619694E9"
"2.139390317E9"
"2.139226477E9"
"-8715928.0"
"-8978072.0"
"2.138177892E9"
"2.137915741E9"
"2.138145115E9"
"-9109160.0"
"-8847015.0"
"-8421027.0"
"2.138931548E9"
"-8715939.0"
"2.138866009E9"
"2.138997081E9"
"-8748710.0"
"-9240232.0"
"-9862823.0"
"-1.0157736E7"
"2.137653591E9"
"-1.0092205E7"
"-1.0583727E7"
"2.136801617E9"
"2.137129295E9"
"-9731759.0"
"-9895599.0"
"-1.0518191E7"
"2.137227598E9"
"-1.0223287E7"
"2.137129287E9"
"-1.0550971E7"
"-1.1140794E7"
"2.136342856E9"
"2.136113476E9"
"2.136539457E9"
"-1.0944191E7"
"-1.0780353E7"
"-1.045267E7"
"2.136703301E9"
"2.136179013E9"
"-1.140294E7"
"-1.1665082E7"
"-1.1697846E7"
"-1.1599543E7"
"-1.1894455E7"
"-1.2451511E7"
"-1.2353208E7"
"2.135523658E9"
"2.135425352E9"
"2.135490887E9"
"2.135556424E9"
"2.135261511E9"
"-1.2582582E7"
"-1.22549E7"
"2.135720269E9"
"-1.1665074E7"
"-1.1959985E7"
"2.13575304E9"
"2.13588411E9"
"-1.1828911E7"
"2.135753043E9"
"-1.1861681E7"
"-1.1894447E7"
"-1.1304619E7"
"-1.0911402E7"
"-1.1173546E7"
"-1.159953E7"
"2.136113494E9"
"2.136179029E9"
"2.135785811E9"
"2.135490901E9"
"2.13506492E9"
"-1.222212E7"
"-1.1992745E7"
