Sample:float,Data:float
"144000.0","0.028346752747893333"
"144001.0","0.029719971120357513"
"144002.0","0.025172818452119827"
"144003.0","0.018733613193035126"
"144004.0","0.01409501489251852"
"144005.0","0.010951880365610123"
"144006.0","0.007991950958967209"
"144007.0","0.004910011775791645"
"144008.0","4.54761553555727E-4"
"144009.0","-0.006136812269687653"
"144010.0","-0.01605493761599064"
"144011.0","-0.026583511382341385"
"144012.0","-0.03482330963015556"
"144013.0","-0.04281897842884064"
"144014.0","-0.05240156501531601"
"144015.0","-0.06100763380527496"
"144016.0","-0.0631440058350563"
"144017.0","-0.056949105113744736"
"144018.0","-0.04358260706067085"
"144019.0","-0.02405155822634697"
"144020.0","-0.0032997713424265385"
"144021.0","0.011409580707550049"
"144022.0","0.017726613208651543"
"144023.0","0.01977119781076908"
"144024.0","0.02312806434929371"
"144025.0","0.02895691804587841"
"144026.0","0.03231394290924072"
"144027.0","0.030666178092360497"
"144028.0","0.024837587028741837"
"144029.0","0.015194311738014221"
"144030.0","0.0028959624469280243"
"144031.0","-0.010379022918641567"
"144032.0","-0.02267751283943653"
"144033.0","-0.0323820635676384"
"144034.0","-0.04074391350150108"
"144035.0","-0.049349911510944366"
"144036.0","-0.057223446667194366"
"144037.0","-0.06036674603819847"
"144038.0","-0.05572809278964996"
"144039.0","-0.04495549947023392"
"144040.0","-0.030124137178063393"
"144041.0","-0.014499356970191002"
"144042.0","0.0019493955187499523"
"144043.0","0.01821506954729557"
"144044.0","0.030666077509522438"
"144045.0","0.038814153522253036"
"144046.0","0.04290345311164856"
"144047.0","0.04375797510147095"
"144048.0","0.0413777232170105"
"144049.0","0.03557958826422691"
"144050.0","0.027157017961144447"
"144051.0","0.01717805489897728"
"144052.0","0.005490041337907314"
"144053.0","-0.008700513280928135"
"144054.0","-0.023165779188275337"
"144055.0","-0.034182559698820114"
"144056.0","-0.04138462245464325"
"144057.0","-0.04620630666613579"
"144058.0","-0.04880024865269661"
"144059.0","-0.0467861071228981"
"144060.0","-0.03665439039468765"
"144061.0","-0.02008356899023056"
"144062.0","-0.001407075673341751"
"144063.0","0.015468877740204334"
"144064.0","0.028163960203528404"
"144065.0","0.03445036709308624"
"144066.0","0.03615914657711983"
"144067.0","0.03557915985584259"
"144068.0","0.03325975686311722"
"144069.0","0.02981134131550789"
"144070.0","0.024532008916139603"
"144071.0","0.016902919858694077"
"144072.0","0.004543658345937729"
"144073.0","-0.011355672031641006"
"144074.0","-0.02621748484671116"
"144075.0","-0.036166056990623474"
"144076.0","-0.04211689159274101"
"144077.0","-0.048220355063676834"
"144078.0","-0.05258433520793915"
"144079.0","-0.05096689611673355"
"144080.0","-0.04153701663017273"
"144081.0","-0.027010764926671982"
"144082.0","-0.009860098361968994"
"144083.0","0.01119676697999239"
"144084.0","0.03216207027435303"
"144085.0","0.04790886119008064"
"144086.0","0.05620940029621124"
"144087.0","0.05788767710328102"
"144088.0","0.05398130044341087"
"144089.0","0.043605268001556396"
"144090.0","0.02907893992960453"
"144091.0","0.015712443739175797"
"144092.0","0.005916664842516184"
"144093.0","-0.002200574614107609"
"144094.0","-0.01114183571189642"
"144095.0","-0.022127855569124222"
"144096.0","-0.0334191620349884"
"144097.0","-0.04248281195759773"
"144098.0","-0.04748769849538803"
"144099.0","-0.04742669686675072"
"144100.0","-0.0442834310233593"
"144101.0","-0.039492275565862656"
"144102.0","-0.03290070220828056"
"144103.0","-0.02273865044116974"
"144104.0","-0.009768996387720108"
"144105.0","0.005245365668088198"
"144106.0","0.020992189645767212"
"144107.0","0.03460283577442169"
"144108.0","0.043727438896894455"
"144109.0","0.04708423465490341"
"144110.0","0.04467326030135155"
"144111.0","0.03756268694996834"
"144112.0","0.029475709423422813"
"144113.0","0.022334907203912735"
"144114.0","0.014705905690789223"
"144115.0","0.004452381283044815"
"144116.0","-0.00906661618500948"
"144117.0","-0.021517610177397728"
"144118.0","-0.03027607873082161"
"144119.0","-0.036135416477918625"
"144120.0","-0.03946182131767273"
"144121.0","-0.04037736356258392"
"144122.0","-0.039248254150152206"
"144123.0","-0.03604401648044586"
"144124.0","-0.03052050806581974"
"144125.0","-0.02106027491390705"
"144126.0","-0.007083435542881489"
"144127.0","0.01061655580997467"
"144128.0","0.028804827481508255"
"144129.0","0.04278170317411423"
"144130.0","0.049983713775873184"
"144131.0","0.05041088908910751"
"144132.0","0.04812205955386162"
"144133.0","0.04586385190486908"
"144134.0","0.044948555529117584"
"144135.0","0.04476577043533325"
"144136.0","0.042416274547576904"
"144137.0","0.03466510772705078"
"144138.0","0.02316018007695675"
"144139.0","0.01019032672047615"
"144140.0","-0.0027795936912298203"
"144141.0","-0.013247095979750156"
"144142.0","-0.021700454875826836"
"144143.0","-0.027681918814778328"
"144144.0","-0.03259531781077385"
"144145.0","-0.0355556383728981"
"144146.0","-0.03326697275042534"
"144147.0","-0.024569641798734665"
"144148.0","-0.00909741036593914"
"144149.0","0.009151918813586235"
"144150.0","0.025600716471672058"
"144151.0","0.03759395331144333"
"144152.0","0.0436972975730896"
"144153.0","0.04449061304330826"
"144154.0","0.04082844406366348"
"144155.0","0.03396207466721535"
"144156.0","0.027126358821988106"
"144157.0","0.021511416882276535"
"144158.0","0.01577438786625862"
"144159.0","0.005764837842434645"
"144160.0","-0.009432755410671234"
"144161.0","-0.02380644530057907"
"144162.0","-0.03256494179368019"
"144163.0","-0.03729512542486191"
"144164.0","-0.04229997098445892"
"144165.0","-0.04690810665488243"
"144166.0","-0.047549035400152206"
"144167.0","-0.04168980196118355"
"144168.0","-0.028781069442629814"
"144169.0","-0.009646767750382423"
"144170.0","0.011989994905889034"
"144171.0","0.03191777691245079"
"144172.0","0.048030853271484375"
"144173.0","0.058192990720272064"
"144174.0","0.062129586935043335"
"144175.0","0.061671748757362366"
"144176.0","0.05794863402843475"
"144177.0","0.05089922994375229"
"144178.0","0.039943695068359375"
"144179.0","0.02422749064862728"
"144180.0","0.006314022000879049"
"144181.0","-0.009707417339086533"
"144182.0","-0.02142595499753952"
"144183.0","-0.030825238674879074"
"144184.0","-0.039461649954319"
"144185.0","-0.048738960176706314"
"144186.0","-0.05627676844596863"
"144187.0","-0.05816885456442833"
"144188.0","-0.0515466071665287"
"144189.0","-0.03604382649064064"
"144190.0","-0.01660437323153019"
"144191.0","0.002499318215996027"
"144192.0","0.019253132864832878"
"144193.0","0.03356557339429855"
"144194.0","0.04461270198225975"
"144195.0","0.05050242692232132"
"144196.0","0.05077696964144707"
"144197.0","0.04738945886492729"
"144198.0","0.04140807315707207"
"144199.0","0.031429022550582886"
"144200.0","0.01742178201675415"
"144201.0","0.002834775485098362"
"144202.0","-0.01047053188085556"
"144203.0","-0.023501303046941757"
"144204.0","-0.0350978821516037"
"144205.0","-0.043429143726825714"
"144206.0","-0.04785417765378952"
"144207.0","-0.050173498690128326"
"144208.0","-0.05243180692195892"
"144209.0","-0.0532558336853981"
"144210.0","-0.048647794872522354"
"144211.0","-0.03607475012540817"
"144212.0","-0.018161198124289513"
"144213.0","0.0019190963357686996"
"144214.0","0.021236488595604897"
"144215.0","0.03771579638123512"
"144216.0","0.04937335103750229"
"144217.0","0.05486638844013214"
"144218.0","0.05486632138490677"
"144219.0","0.05102112889289856"
"144220.0","0.0458027608692646"
"144221.0","0.037502221763134"
"144222.0","0.02416635863482952"
"144223.0","0.008541678078472614"
"144224.0","-0.00500786118209362"
"144225.0","-0.016055036336183548"
"144226.0","-0.02579004317522049"
"144227.0","-0.03308367356657982"
"144228.0","-0.037203479558229446"
"144229.0","-0.03949223831295967"
"144230.0","-0.04098758473992348"
"144231.0","-0.04046884924173355"
"144232.0","-0.03424340859055519"
"144233.0","-0.021334709599614143"
"144234.0","-0.005404847674071789"
"144235.0","0.010799645446240902"
"144236.0","0.02682109922170639"
"144237.0","0.03960777819156647"
"144238.0","0.04436837509274483"
"144239.0","0.04140805825591087"
"144240.0","0.03402276709675789"
"144241.0","0.027156410738825798"
"144242.0","0.0200155321508646"
"144243.0","0.010921614244580269"
"144244.0","0.0022244704887270927"
"144245.0","-0.006564250681549311"
"144246.0","-0.016207562759518623"
"144247.0","-0.024782883003354073"
"144248.0","-0.027468394488096237"
"144249.0","-0.02649182640016079"
"144250.0","-0.029665658250451088"
"144251.0","-0.03784440457820892"
"144252.0","-0.04513821378350258"
"144253.0","-0.04559613764286041"
"144254.0","-0.03964541479945183"
"144255.0","-0.02875089831650257"
"144256.0","-0.012790474109351635"
"144257.0","0.0038413861766457558"
"144258.0","0.015102213248610497"
"144259.0","0.021449757739901543"
"144260.0","0.02816358022391796"
"144261.0","0.0359455868601799"
"144262.0","0.040401212871074677"
"144263.0","0.040187690407037735"
"144264.0","0.038021113723516464"
"144265.0","0.03466443717479706"
"144266.0","0.026638582348823547"
"144267.0","0.013211051002144814"
"144268.0","-9.794803336262703E-4"
"144269.0","-0.012728678062558174"
"144270.0","-0.021121013909578323"
"144271.0","-0.02743818424642086"
"144272.0","-0.03293134272098541"
"144273.0","-0.03564733639359474"
"144274.0","-0.032259829342365265"
"144275.0","-0.022311143577098846"
"144276.0","-0.009890638291835785"
"144277.0","0.002041543833911419"
"144278.0","0.014217851683497429"
"144279.0","0.027675887569785118"
"144280.0","0.038448404520750046"
"144281.0","0.04378882795572281"
"144282.0","0.04610804095864296"
"144283.0","0.04687090963125229"
"144284.0","0.04528402164578438"
"144285.0","0.04095069319009781"
"144286.0","0.035030581057071686"
"144287.0","0.02810346893966198"
"144288.0","0.017697317525744438"
"144289.0","0.005276878364384174"
"144290.0","-0.006655432283878326"
"144291.0","-0.017672302201390266"
"144292.0","-0.0290553979575634"
"144293.0","-0.04110986739397049"
"144294.0","-0.04971582069993019"
"144295.0","-0.05334740877151489"
"144296.0","-0.05154692381620407"
"144297.0","-0.04352094605565071"
"144298.0","-0.02878117933869362"
"144299.0","-0.009097582660615444"
"144300.0","0.010372410528361797"
"144301.0","0.026271894574165344"
"144302.0","0.0365561842918396"
"144303.0","0.04098111391067505"
"144304.0","0.04107256233692169"
"144305.0","0.03890574723482132"
"144306.0","0.0355488620698452"
"144307.0","0.030940914526581764"
"144308.0","0.02462407760322094"
"144309.0","0.014187376014888287"
"144310.0","2.7481932193040848E-5"
"144311.0","-0.01401041354984045"
"144312.0","-0.024355774745345116"
"144313.0","-0.029543716460466385"
"144314.0","-0.0306423120200634"
"144315.0","-0.029482612386345863"
"144316.0","-0.029787776991724968"
"144317.0","-0.0318324975669384"
"144318.0","-0.03055085986852646"
"144319.0","-0.023348892107605934"
"144320.0","-0.010806409642100334"
"144321.0","0.004909885115921497"
"144322.0","0.021663784980773926"
"144323.0","0.03661718592047691"
"144324.0","0.04680988937616348"
"144325.0","0.051265329122543335"
"144326.0","0.05218081921339035"
"144327.0","0.05025830119848251"
"144328.0","0.04421605169773102"
"144329.0","0.03478642925620079"
"144330.0","0.02334265410900116"
"144331.0","0.00915225874632597"
"144332.0","-0.006564096547663212"
"144333.0","-0.019137218594551086"
"144334.0","-0.025759480893611908"
"144335.0","-0.027590498328208923"
"144336.0","-0.02746839076280594"
"144337.0","-0.02505747601389885"
"144338.0","-0.019411731511354446"
"144339.0","-0.012545350939035416"
"144340.0","-0.0046719741076231"
"144341.0","0.0053375475108623505"
"144342.0","0.01662878692150116"
"144343.0","0.027126580476760864"
"144344.0","0.03579334169626236"
"144345.0","0.04290374740958214"
"144346.0","0.04674883931875229"
"144347.0","0.0456501767039299"
"144348.0","0.04140830412507057"
"144349.0","0.03774638846516609"
"144350.0","0.03344372659921646"
"144351.0","0.02618090994656086"
"144352.0","0.017544755712151527"
"144353.0","0.007687796838581562"
"144354.0","-0.004519124981015921"
"144355.0","-0.01803840883076191"
"144356.0","-0.027559952810406685"
"144357.0","-0.03070332296192646"
"144358.0","-0.030215082690119743"
"144359.0","-0.028475619852542877"
"144360.0","-0.026583610102534294"
"144361.0","-0.021060042083263397"
"144362.0","-0.009585575200617313"
"144363.0","0.006863213609904051"
"144364.0","0.02672995813190937"
"144365.0","0.04391118511557579"
"144366.0","0.05620962008833885"
"144367.0","0.06292332708835602"
"144368.0","0.06295369565486908"
"144369.0","0.058101341128349304"
"144370.0","0.05044151842594147"
"144371.0","0.04110337048768997"
"144372.0","0.029720621183514595"
"144373.0","0.015347176231443882"
"144374.0","-0.001559254713356495"
"144375.0","-0.018984563648700714"
"144376.0","-0.033632852137088776"
"144377.0","-0.04348994791507721"
"144378.0","-0.04815911501646042"
"144379.0","-0.04870845377445221"
"144380.0","-0.046846937388181686"
"144381.0","-0.04385630413889885"
"144382.0","-0.03799707442522049"
"144383.0","-0.02661421336233616"
"144384.0","-0.010409616865217686"
"144385.0","0.00796170998364687"
"144386.0","0.0251123309135437"
"144387.0","0.039363794028759"
"144388.0","0.04922076687216759"
"144389.0","0.054378069937229156"
"144390.0","0.0556291863322258"
